task_id,query,ground_truth,metric,task_description
question-generation_PersianQA,"ماده سوختنی ماده‌ای است که در اثر تغییرات (معمولاً شیمیائی) تولید انرژی مفید می‌کند که بعداً می‌تواند تبدیل به انرژی مکانیکی شود. این تغییرات معمولاً با سوختن (یعنی ترکیب با اکسیژن) همراه است. فرایندهای مورد استفاده برای تبدیل سوخت به انرژی عبارتند از: واکنش‌های شیمیایی مختلف و گرمازا، واکنش‌های هسته‌ای مانند شکافت هسته‌ای یا گداخت هسته‌ای. هیدروکربن‌ها تا حد زیادی شایع‌ترین منبع سوخت مورد استفاده توسط انسان است، اما در بسیاری از موارد فلزات رادیو اکتیو نیز استفاده می‌شوند. اولین استفاده از سوخت توسط بشر ، احتراق و سوزاندن تکه های چوب در حدود 2 میلیون سال پیش توسط انسان راست قامت بود . به صورت کلی در طول تاریخ زندگی بشر که تا به حال با آن آشنا شده ایم ، تنها سوخت هایی که بیشترین استفاده را داشته است از گیاهان و یا چربی حیوانات بدست می آمده است و مورد استفاده انسان قرار گرفته است . انسان ها از 6000 سال قبل از میلاد مسیح برای ذوب آهن از زغال چوب و مشتقات چوب استفاده میکردند. بعد ها این سوخت ها جای خودشان را با کُک عوض کردند . به دلیل اینکه در حوالی قرن 18 جنگل های اروپا در حال نابودی بودند.

در گذشته انسان برای ذوب آهن از چی استفاده می کرد؟",زغال چوب و مشتقات چوب,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"زئوس در اساطیر یونانی، پادشاه خدایان و فرمانروای تمام زیارتگاه‌های واقع در کوه المپ است. او کوچکترین فرزند کرونوس و رئا از نژاد تیتان‌ها بود. معادل آن در اسطوره‌های رومی ژوپیتر و در دین کرتیان ولخانوس است. نام زئوس مربوط است به کلمهٔ یونانی dios به معنی «درخشان». واژه زئوس با بخش نخست واژه لاتین ژوپیتر «Jupiter» و واژه مورد کاربرد برای روز پیوند دارد. زئوس ایزد آسمان رخشان و نیز توفان به‌شمار می‌رفت و هم بدین دلیل سلاح او آذرخش بود که آن را به سمت کسی که او را ناخشنود کرده، پرتاب می‌کرده‌است. مواردی که او را بسیار خشمگین می‌کرد دروغگویی، پیمان‌شکنی و خیانت بوده‌است. از دیگر نشانه‌های او می‌توان به عصای سلطنتی، بلوط، عقاب و سپرش (ساخته شده از پوست بز آمالتئا) اشاره کرد. کرونوس، پدر زئوس، شنیده بود که توسط یکی از فرزندانش سرنگون خواهد شد. به همین دلیل فرزندان خود را می‌بلعید. اما زئوس که فرزند ششم بود توسط رئا و گایا نجات پیدا کرد. رئا سنگ بزرگی را قنداق‌پیچ کرده و به کرونوس داد، وی نیز که فکر می‌کرد این سنگ بزرگ زئوس است آن را به جای زئوس بلعید.

چه کسی زئوس را از دست پدرش نجات داد؟",رئا و گایا,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"شاهنامه اثر حکیم ابوالقاسم فردوسی توسی، حماسه‌ای منظوم، بر حسب دست نوشته‌های موجود دربرگیرنده نزدیک به ۵۰٬۰۰۰ بیت تا نزدیک به ۶۱٬۰۰۰ بیت و یکی از بزرگ‌ترین و برجسته‌ترین سروده‌های حماسیِ جهان است که سرایش آن دست‌آوردِ دست‌کم سی سال کارِ پیوستهٔ این سخن‌سرای نامدار ایرانی است. موضوع این شاهکار ادبی، افسانه‌ها و تاریخ ایران از آغاز تا حملهٔ عرب‌ها به ایران در سدهٔ هفتم میلادی است (شاهنامه از سه بخش اسطوره، پهلوانی و تاریخی تشکیل شده‌است) که در چهار دودمان پادشاهیِ پیشدادیان، کیانیان، اشکانیان و ساسانیان گنجانده می‌شود. هنگامی که زبانِ دانش و ادبیات در ایران زبان عربی بود، فردوسی، با سرودن شاهنامه با ویژگی‌های هدف‌مندی که داشت، زبان پارسی را زنده و پایدار کرد. یکی از بن‌مایه‌های مهمی که فردوسی برای سرودن شاهنامه از آن استفاده کرد، شاهنامهٔ ابومنصوری بود. شاهنامه نفوذ بسیاری در جهت‌گیری فرهنگ فارسی و نیز بازتاب‌های شکوه‌مندی در ادبیات جهان داشته‌است و شاعران بزرگی مانند گوته و ویکتور هوگو از آن به نیکی یاد کرده‌اند.

شاهنامه شامل کدام دوره های پادشاهی است؟",دودمان پادشاهیِ پیشدادیان، کیانیان، اشکانیان و ساسانیان,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"قالی، فرش یا قالین نوعی گستردنیِ بافته شده از الیاف پنبه، پشم و در بعضی موارد ابریشم است که معمولاً برای پوشش زمین به کار می‌رود. به دست بافتهٔ پُرزدار و گره‌دار، قالی گفته می‌شود. از آنجا که قالی و فرش همیشه نقش‌های زیبا بر خود داشته‌اند، امروزه به جنبهٔ تزئینی آن نیز توجه می‌شود. در زبان پهلوی واژه‌های گوناگونی برای اشاره به انواع گستردنی‌ها به کار برده می‌شد، برای قالی نفیس از بَت یا بوپ، برای نمد و فرش از نمت استفاده می‌شد. اما واژهٔ قالی یا غالی از نام شهری به نام قالین در ارمنستان که در آن دوران بخشی از ایران باستان بوده‌است، گرفته شده‌است. البتّه فرهنگ لغت عمید کلمهٔ قالی را برگرفته از کلمهٔ ترکی قالین به معنای فرشِ پُرزدار که با نخ و پشم به رنگ‌های مختلف بافته می‌شود، معنی کرده‌است. فرش‌های ایران در دورهٔ صفویه به بالاترین حد خود در زیبایی و بافت رسیدند که این مهم به دلیل. تحت پشتیبانی شاهان قدرتمندی چون شاه عباس قرارگرفتن بود و دسترسی فراوان به مواد مورد نیاز برای بافت فرش و همچنین به‌رسمیت‌شناختنِ فرش به عنوان کالایی برای تجارت بوده‌است.  قالی ایرانی پازیریک، قدیمی‌ترین قالیِ دستبافِ یافته‌شدهٔ جهان است که در سیبری کشف شده و بافت ایران در دوران هخامنشیان است.

چرا امروزه جنبه تزئینی فرش مورد توجه می‌باشد؟",از آنجا که قالی و فرش همیشه نقش‌های زیبا بر خود داشته‌اند، امروزه به جنبهٔ تزئینی آن نیز توجه می‌شود.,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"پژو پارس یا پژو پرشیا خودرویی از محصولات ایران خودرو است. این خودرو فیس‌لیفت (تغییر چهره یافتهٔ) پژو ۴۰۵ است که در بازارهای اروپایی با نام پژو ۴۰۶ عرضه شد. به‌علاوه در آن زمان پژو ۶۰۵ نسخهٔ لوکس پژو ۴۰۵ محسوب می‌گردید و این دو طراحی مشترکی با پژو پارس دارند. این خودرو در زمان خودش به عنوان یک انقلاب در فیس‌لیفت‌های ایرانی شناخته می‌شود. خودرو پژو پارس با درابتدا با نام «پژو پرشیا» به بازار عرضه شد؛ چندی بعد ایران خودرو که قصد صادرات پارس به بازار عربستان را داشت، به دلیل عدم وجود حرف «پ» در زبان عربی و همچنین حساسیت اعراب به اسم «پرشیا» نام خودرو را به «پژو سفیر» تغییر داد. اما پس از اینکه این خودرو نتوانست مجوز صادرات به بازار عربستان را پاس کند، نامش به «پژو پارس» تغییر یافت. در خرداد ۹۹ بود که پس از متوقف شدن خط تولید پژو ۴۰۵ مدیر ایران خودرو پژو پارس را به عنوان جایگزین ۴۰۵ اعلام کرد. پیشرانهٔ موتور پژو پارس معمولی همان XU7JP پژو-سیتروئن است که در اروپا LFZ و در ایران ال۳ خوانده می‌شود.

مدل لوکس تر  پژو ۴۰۵ چه نام دارد؟",پژو ۶۰۵,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"یمن (‎/ˈjɛmən/‎</img> ‎/ˈjɛmən/‎ ; عربی: ٱلْیَمَن‎)، به‌شکل رسمی جمهوری یمن (عربی: ٱلْجُمْهُورِیَّةُ ٱلْیَمَنِیَّةُ‎) کشوری در انتهای جنوبی شبه جزیره عربستان در آسیای غربی است. این کشور ۵۲۷٬۹۷۰ کیلومتر مربع (۲۰۳٬۸۵۰ مایل مربع) دومین کشور مستقل عربی در شبه جزیره است. خط ساحلی آن حدود ۲٬۰۰۰ کیلومتر (۱٬۲۰۰ مایل) امتداد دارد. قانون اساسی یمن پایتخت کشور را شهر صنعا تعیین کرده‌است، اما این شهر از فوریه ۲۰۱۵ تحت کنترل شورشیان حوثی قرار دارد، همچنین شهر عدن نیز از سال ۲۰۱۸ توسط شورای انتقالی جنوب کنترل می‌شود. اداره اجرایی آن در ریاض، عربستان سعودی مستقر است. در دوران باستان، یمن محل زندگی سبائی‌ها بود، حاکمیتی تجاری که مرزهایش از اتیوپی تا اریتره امروزی می‌رسید. در سال ۲۷۵ م، بعداً پادشاهی حیماریت تحت تأثیر یهودیان قرار گرفت. مسیحیت در قرن چهارم سر رسید. اسلام به سرعت در قرن هفتم گسترش یافت و نیروهای یمنی در فتوحات اولیه اسلامی بسیار نقش حیاتی داشتند. چندین سلسله در سده‌های ۹ تا ۱۶ پدیدار شدند، مانند سلسله رسولید. این کشور در سالهای ۱۸۰۰ بین امپراتوریهای عثمانی و انگلیس تقسیم شد. پادشاهی زیدی متوکلی یمن پس از جنگ جهانی اول و قبل از ایجاد جمهوری عربی یمن در سال ۱۹۶۲ تأسیس گردید

چه کسی شهر صنعا را تحت کنترل دارد؟",شورشیان حوثی,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"ابرشرکت تویوتا موتور یک ابرشرکت چندملیتی ژاپنی سازندهٔ خودرو، ماشین‌آلات و پیشرانه مستقر در شهر تویوتا در استان آیچی ژاپن است. نخستین خط تولید خودرو شرکت تویوتا در سال ۱۹۳۷ توسط کیشیرو تویودا و در کارخانه شرکت نساجی صنایع تویوتا، که متعلق به پدر وی (ساکیشی تویودا) بود، راه‌اندازی شد. نخستین خودروی سواری این شرکت تویوتا ای‌ای نام داشت. ابرشرکت تویوتا دارندهٔ برندهای دینا، دایهاتسو، سایون، لکسوس و هینو موتورز نیز می‌باشد که هم‌اکنون به‌عنوان بزرگترین خودروساز جهان شناخته می‌شود. سهام این شرکت در بازار بورس نیویورک، بورس لندن و بورس توکیو معامله می‌شود. ریشه‌های تأسیس شرکت خودروسازی تویوتا، به سال ۱۹۲۶ بازمی‌گردد، که ساکیشی تویودا، اقدام به راه‌اندازی شرکت صنایع تویوتا نمود. پیشینه این شرکت، که در صنعت نساجی فعالیت می‌کرد نیز، به ابتدای قرن بیستم بازمی‌گردد، که به عنوان یک کارخانه ریسندگی فعالیت می‌نمود. ساکیشی تویودا، که سال‌ها همچون پدرش، به فروش فرش اشتغال داشت، این کارخانه را راه‌انداخته بود و در سال ۱۸۹۴ یک ماشین بافندگی صنعتی نیز ابداع کرده و ساخته بود.

اولین خط تولید تویوتا کی ساخته شد؟",سال ۱۹۳۷,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"کمدی الهی سه‌گانه‌ای‌ست به شعر که دانته آلیگیری، شاعر و نویسنده ایتالیایی، نوشتن آن را در سال ۱۳۰۸ میلادی آغاز کرد و تا زمان مرگش در سال ۱۳۲۱ میلادی کامل کرد. این کتاب از زبان اول شخص است و دانته در این کتاب، سفر خیالی خود به دوزخ، برزخ و بهشت تعریف می‌کند. کمدی الهی یکی از اولین کتاب‌های ادبیات ایتالیا است و از بزرگ‌ترین آثار در ادبیات جهان به‌شمار می‌آید. این کتاب کمک کرد تا زبان توسکانی و شیوهٔ نوشتاری آن به استانداردی برای زبان ایتالیایی تبدیل شود. به‌نظر می‌رسد این کتاب تأثیر زیادی از کتاب ارداویراف‌نامه داشته‌است چرا که هماهنگی زیادی بین این دو کتاب وجود دارد؛ و کمدی‌الهی پس از این کتاب زرتشتی نوشته شده‌است. این کتاب در ابتدا کمدی  نام داشت و بعدها جیووانی بوکاچیو (نویسنده هم‌عصر دانته) واژهٔ الهی را به آن افزود و نام کمدی الهی برای اولین بار در چاپ و نیز به سال ۱۵۵۵ بر جلد این کتاب ظاهر شد. دانته آلیگیری در بخش نخست کمدی الهی، محمد، پایه‌گذار اسلام را مورد انتقاد قرار داده و در تصویری از کتاب، شکنجه شدن محمد در جهنم را ترسیم کرده‌است

کتاب زرتشتی که با کمدی الهی هماهنگ است کدام است؟",کتاب ارداویراف‌نامه,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"فرودگاه بین‌المللی امام خمینی در ۳۰ کیلومتری تهران بزرگ ، در حوزه اداری و سیاسی شهرری (بخش فشافویه ری) تهران میان آزادراه تهران-قم در یک سایت ۱۴ هزار هکتاری قرار گرفته‌است. این فرودگاه به عنوان جایگزین فرودگاه بین‌المللی مهرآباد طراحی گردید که اکنون در داخل بافت شهر تهران قرار گرفته‌است. فرودگاه امام را شرکت شهر فرودگاهی امام خمینی اداره می‌کند و مرکز فعالیت شرکت‌های هواپیمایی ایران ایر، ماهان ایر، هواپیمایی آسمان، قشم ایر، هواپیمایی کاسپین، هواپیمایی تابان و هواپیمایی زاگرس است. تا اوت ۲۰۱۴ فرودگاه امام خمینی میزبان بیش از ۴۰ شرکت هواپیمایی بوده که با بیش از ۷۰۰ پرواز هفتگی تهران را به شهرهایی در بیش از ۳۰ کشور جهان متصل می‌کنند. فاز ۱ فرودگاه بین‌المللی امام خمینی دارای یک پایانه مسافربری فعال با ظرفیت جابجایی ۶/۵ میلیون مسافر و ۱۲۰ هزار تن بار در سال بوده و فاز ۲ فرودگاه نیز در حال ساخت است. پیشنهاد ساخت این فرودگاه به سال ۱۳۴۶ و پیشنهاد سازمان ایکائو جهت ساخت فرودگاهی مجهز برای استفاده از توان ترانزیتی ایران بین اروپا و آسیا بازمی‌گردد. این طرح در سال ۱۳۵۱ و با نام «فرودگاه بین‌المللی آریامهر» به تصویب هیئت دولت وقت ایران رسید.

فرودگاه امام خمینی به پیشنهاد کی ساخته شد؟",ایکائو,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"مهانداس کارامچاند گاندی رهبر سیاسی و معنوی هندی‌ها بود که ملت هند را در راه آزادی از استعمار امپراتوری بریتانیا رهبری کرد. او در طول زندگی‌اش استفاده از هر نوع ترور و خشونت را برای رسیدن به مقاصد رد می‌کرد. فلسفهٔ بی‌خشونتی گاندی که خود نام «ساتیاگراها» روی بسیاری از جنبش‌های مقاومت بدون خشونت در سراسر جهان و تا امروز تأثیر گذاشته‌است. از زمانی که وی مسئولیت رهبری نبرد برای آزادی و کنگره ملی هند در سال ۱۹۱۸ را به عهده گرفت، به عنوان نمادی ملی شناخته شد و میلیون‌ها نفر از مردم او را با لقب مهاتما یا روح بزرگ یاد می‌کردند. هر چند که او از القاب افتخارآمیز بیزار بود ولی امروز هم همگی او را با نام مهاتما گاندی می‌شناسند. سوای اینکه بسیاری او را به عنوان یکی از بزرگ‌ترین رهبران تاریخ تلقی می‌کنند. گاندی توانست با استفاده از شیوهٔ ضد خشونت نافرمانی مدنی استقلال هند را از بریتانیا بگیرد و در نهایت دست امپراتوری بریتانیا را از هند کوتاه کند. اصل ساتیاگراهای گاندی روی بسیاری از فعالان آزادیخواه نظیر دکتر مارتین لوترکینگ، تنزین گیاتسو، لخ والسا، استفان بیکو، آنگ سان سو چی و نلسون ماندلا تأثیر گذاشت.

گاندی چه کسی بود؟",رهبر سیاسی و معنوی هندی‌ها,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"آتیلا (۴۰۵–۴۵۳ میلادی) یکی از رهبران قوم هون بود که بزرگ‌ترین امپراتوری را در اروپا، از رود اورال تا دانوب تشکیل داد. در زمان فرمانروایی، وی یکی از مخوف‌ترین دشمنان امپراتوری‌های روم غربی و شرقی بود. رومیان به او لقب تازیانه خداوند داده بودندو به او باج می‌دادند تا کاری به کار رم نداشته باشد. آتیلا در آغاز به ایران حمله کرد و با شکست مواجه شد. حمله‌ای که او در سال ۴۴۱ میلادی به امپراتوری بیزانس کرد باعث شد تا تصمیم به حملات بیشتری به سوی غرب بگیرد. وی در اروپا شهرهای بسیاری را نابود و غارت کرد.سرانجام، در نبرد دشت کاتالانی‌ها، در مقابل فلاویوس آییتیوس شکست خورد. در این جنگ، رومی‌ها و آلانی‌ها به مصاف با هون‌ها رفتند.هون‌ها در ناحیه بین رود وُلگا و دشت‌های مجارستان می‌زیستند، از آغاز سدهٔ پنجم به تاخت و تازهای فراوان و پُرسودی در حوالی رود دانوب دست زدند، بنابراین، در حدود ۴۴۵ تا ۴۴۰ میلادی، دربار آتیلا به تجمل و زیبائی آراسته بود، شمارهٔ اسیرانی که می‌گرفتند بسیار بود، هر دو زبان یونانی و لاتین در دربار تکلم می‌شد، و دبیرانِ رومی‌تبار رویدادهای خارجی را همواره به آگاهی خان می‌رساندند، آتیلا، زرد رنگتر از بیشتر افراد قومش بود،

اتیلا از حمله به ایران چه نتیجه ای گرفت؟",با شکست مواجه شد,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"سازمان آموزشی، علمی و فرهنگی سازمان ملل متحد (یونسکو) یک سازمان تخصصی سازمان ملل متحد است که با هدف کمک به «ایجاد صلح، ریشه کن کردن فقر، توسعه پایدار و گفتگوی بین فرهنگی از طریق آموزش، علوم، فرهنگ، ارتباطات و اطلاعات» به وجود آمده‌است و جانشین کمیته بین‌المللی همکاری اندیشمندانه جامعه ملل است. یونسکو ۱۹۳ کشور عضو رسمی و ۱۱ عضو وابسته دارد. اکثر دفاتر آن در پاریس، فرانسه، مستقر است افزون بر این مراکز، دفاتر ملی و منطقه ای نیز وجود دارد. یونسکو به دنبال ایجاد فرهنگ صلح و دانش فراگیر از طریق اطلاعات و ارتباطات است. برای این منظور، اهداف خود را از طریق پنج حوزه اصلی دنبال می‌کند: آموزش، علوم طبیعی، علوم اجتماعی / انسانی، فرهنگ و ارتباطات / اطلاعات. این برنامه از پروژه‌های مرتبط با سواد، آموزش فنی، آموزش، پیشرفت علم، ترویج رسانه‌های مستقل و آزادی مطبوعات، حفظ تاریخ منطقه ای و فرهنگی و ترویج تنوع فرهنگی حمایت می‌کند . یونسکو در ترجمه و ترویج ادبیات جهان، ایجاد توافق‌نامه‌های همکاری بین‌المللی برای تأمین امنیت "" میراث جهانی "" از اهمیت فرهنگی و طبیعی، حفظ حقوق بشر و پل زدن شکاف دیجیتال در سراسر جهان کمک می‌کند. این برنامه همچنین جنبش آموزش برای همه و علم‌آموزی تمام عمر را راه اندازی و رهبری می‌کند.

یونسکو دنبال چیه؟",ایجاد فرهنگ صلح و دانش فراگیر,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"گلوله، مرمی یا پرّانه جسمی است که از سلاح گرم یا سلاح بادی شلیک می‌شود. گلوله معمولاً از فلز (بیشتر سرب) ساخته می‌شود و معمولاً فاقد مواد منفجره است. آسیبی که به هدف وارد می‌کند صرفاً ناشی از ضربه جسم جامد آن است. گلوله در سلاح کمری یا تفنگ بخشی از فشنگ است. کلمه فارسی گلوله به صورت «غلوله» و «گولوله» نیز به کار رفته است.[۱] واژه گلوله یادگار دوره‌ای است که گلوله در سلاح‌های گرم به صورت کروی ساخته می‌شد. از قرن نوزدهم شکل گلوله‌ها تغییر کرد و به صورت کشیده و نوک تیز یا اسپیتزر درآمد. در برخی از متن‌های مربوط به شکار و تیراندازی واژه «مَرمی» نیز که واژه‌ای عربی است، به‌جای گلوله بکار می‌رود. گلوله‌ها ویژگی‌های مشترک منحصر به فردی دارند. به عنوان نمونه ویژگی‌های نظیر مُهر کالیبر با فونت بخصوص، آلیاژ پوسته گلوله و سه دندانه در جایی که چاشنی به پوکه فشنگ وصل می‌شود، نشان‌دهنده یک سازنده مشترک است. هم‌چنین در برخی موارد، گلوله‌ها دارای مُهرهایی هستند که در بایگانی‌های عمومی اطلاعات مربوط به سازندگان سلاح موجود است. مُهرها دارای علامت‌گذاری کالیبر ساده هستند که معمولاً دو رقم آخر سال ساخت گلوله را نشان می‌دهند.

شکل گلوله به چه صورت تغییر یافت؟",از قرن نوزدهم شکل گلوله‌ها تغییر کرد و به صورت کشیده و نوک تیز یا اسپیتزر درآمد.,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"ابرشرکت تویوتا موتور یک ابرشرکت چندملیتی ژاپنی سازندهٔ خودرو، ماشین‌آلات و پیشرانه مستقر در شهر تویوتا در استان آیچی ژاپن است. نخستین خط تولید خودرو شرکت تویوتا در سال ۱۹۳۷ توسط کیشیرو تویودا و در کارخانه شرکت نساجی صنایع تویوتا، که متعلق به پدر وی (ساکیشی تویودا) بود، راه‌اندازی شد. نخستین خودروی سواری این شرکت تویوتا ای‌ای نام داشت. ابرشرکت تویوتا دارندهٔ برندهای دینا، دایهاتسو، سایون، لکسوس و هینو موتورز نیز می‌باشد که هم‌اکنون به‌عنوان بزرگترین خودروساز جهان شناخته می‌شود. سهام این شرکت در بازار بورس نیویورک، بورس لندن و بورس توکیو معامله می‌شود. ریشه‌های تأسیس شرکت خودروسازی تویوتا، به سال ۱۹۲۶ بازمی‌گردد، که ساکیشی تویودا، اقدام به راه‌اندازی شرکت صنایع تویوتا نمود. پیشینه این شرکت، که در صنعت نساجی فعالیت می‌کرد نیز، به ابتدای قرن بیستم بازمی‌گردد، که به عنوان یک کارخانه ریسندگی فعالیت می‌نمود. ساکیشی تویودا، که سال‌ها همچون پدرش، به فروش فرش اشتغال داشت، این کارخانه را راه‌انداخته بود و در سال ۱۸۹۴ یک ماشین بافندگی صنعتی نیز ابداع کرده و ساخته بود.

اولین ماشینی که تویوتا ساخت چی بود؟",ای‌ای,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"یونان (به یونانی: Ελλάδα, اِلادا) با نام رسمی جمهوری یونان (به یونانی: Ελληνική Δημοκρατία, اِلينيك ديموكراتيا) کشوری اوراسیایی واقع در جنوب شرقی اروپا و جنوب شبه جزیره بالکان است. این کشور همچنین جزایری در ساحل آسیای صغیر مانند رودس، جزیره کوس، ساموس، خیوس و لسبوس دارد و یک کشور اوراسیایی محسوب می‌شود. این کشور از شمال با آلبانی، مقدونیه شمالی و بلغارستان و از شرق با ترکیه دارای مرز مشترک زمینی است. سرزمین اصلی یونان در جنوب و شرق به وسیله دریای مدیترانه احاطه شده و از غرب به دریای یونان نزدیک است. پایتخت و بزرگترین شهر این کشور آتن و زبان رسمی آن یونانی است. یونان کشوری با ۱۰ میلیون نفر جمعیت و ۱۳۱٬۹۹۰ مساحت است. یونان دارای تاریخی بسیار طولانی و درخشان در عرصه جهانی است. این کشور به عنوان مهد تمدن مغرب زمین و زادبوم دموکراسی، فلسفه غرب، بازی‌های المپیک، علوم سیاسی، نمایشنامه‌نویسی «شامل هر دو نوع کمدی و تراژدی» قابل توجه است. یونان دارای تاریخی ویژه و پرحادثه و دارنده میراث فرهنگی است که به‌طور قابل توجهی دارای نفوذ در آفریقای شمالی و منطقه خاورمیانه است و ساختاری بنیادی برای فرهنگ اروپا و آنچه امروز به عنوان غرب خوانده می‌شود، به حساب می‌آید.

یونان از شرق با کدام کشور همسایه است؟",از شرق با ترکیه دارای مرز مشترک زمینی است,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"مارک الیوت زاکربرگ برنامه‌نویس رایانه و یکی از مؤسسان وبگاه شبکه اجتماعی آنلاین فیس‌بوک در آمریکا است. مجلهٔ تایم وی را به عنوان شخصیت سال ۲۰۱۰ انتخاب کرده‌است. او به عنوان یک دانشجوی دانشگاه هاروارد با کمک دانشجویان علوم کامپیوتر به خصوص پشتوانهٔ «اندرو مک‌کالم»، «داستین موسکوویتز» و «کریس هاگز» اقدام به تأسیس این وبگاه کرد. او اکنون به عنوان مدیر اجرایی در فیس‌بوک فعالیت می‌کند. در سال ۲۰۰۸، مجله فوربس او را جوانترین میلیاردر، که ثروتش را شخصاً کسب کرده معرفی کرد و ثروت او را ۱٬۵ میلیارد دلار تخمین زده‌است. هم‌اکنون وبگاه فوربس، دارایی‌های وی را ۷۸٬۳ میلیارد دلار اعلام کرده‌است و از این لحاظ پنجمین شخص ثروتمند در جهان است. در سال ۲۰۱۰ فیلمی با عنوان شبکهٔ اجتماعی به کارگردانی دیوید فینچر در مورد مارک زاکربرگ و فیس‌بوک ساخته شد. این فیلم که براساس کتاب میلیاردرهای تصادفی نوشتهٔ بن مزریک تهیه شده، به نحوهٔ شکل‌گیری و تأسیس فیس‌بوک و مسائل و کشمکش‌های پیرامون آن می‌پردازد. قابل ذکر است که نه مارک زاکربرگ و نه هیچ‌کدام از شرکای نزدیک وی در تهیه و ساخت این فیلم همکاری نداشته‌اند.

مارک زاکربرگ هم اکنون چقدر ثروت دارد؟",۷۸٬۳ میلیارد دلار,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"ابرشرکت تویوتا موتور یک ابرشرکت چندملیتی ژاپنی سازندهٔ خودرو، ماشین‌آلات و پیشرانه مستقر در شهر تویوتا در استان آیچی ژاپن است. نخستین خط تولید خودرو شرکت تویوتا در سال ۱۹۳۷ توسط کیشیرو تویودا و در کارخانه شرکت نساجی صنایع تویوتا، که متعلق به پدر وی (ساکیشی تویودا) بود، راه‌اندازی شد. نخستین خودروی سواری این شرکت تویوتا ای‌ای نام داشت. ابرشرکت تویوتا دارندهٔ برندهای دینا، دایهاتسو، سایون، لکسوس و هینو موتورز نیز می‌باشد که هم‌اکنون به‌عنوان بزرگترین خودروساز جهان شناخته می‌شود. سهام این شرکت در بازار بورس نیویورک، بورس لندن و بورس توکیو معامله می‌شود. ریشه‌های تأسیس شرکت خودروسازی تویوتا، به سال ۱۹۲۶ بازمی‌گردد، که ساکیشی تویودا، اقدام به راه‌اندازی شرکت صنایع تویوتا نمود. پیشینه این شرکت، که در صنعت نساجی فعالیت می‌کرد نیز، به ابتدای قرن بیستم بازمی‌گردد، که به عنوان یک کارخانه ریسندگی فعالیت می‌نمود. ساکیشی تویودا، که سال‌ها همچون پدرش، به فروش فرش اشتغال داشت، این کارخانه را راه‌انداخته بود و در سال ۱۸۹۴ یک ماشین بافندگی صنعتی نیز ابداع کرده و ساخته بود.

شرکت تویوتا چی می سازه؟",خودرو,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
